ELECTION_DATE,ELECTION_NAME,COUNTY_ID,COUNTY_NAME,BALLOT_MEASURE_ID,BALLOT_MEASURE_NAME,BALLOT_MEASURE_TITLE,YES_COUNT,NO_COUNT
11/08/2016,2016 Presidential General,14,Inyo,66,Proposition 66,Death Penalty Procedure Time Limits,"3,650","3,741"
11/08/2016,2016 Presidential General,14,Inyo,67,Proposition 67,Ban on Single-use Plastic Bags,"3,508","4,376"
11/08/2016,2016 Presidential General,15,Kern,51,Proposition 51,K-12 and Community College Facilities,"124,634","115,348"
11/08/2016,2016 Presidential General,15,Kern,52,Proposition 52,Medi-Cal Hospital Fee Program,"146,071","90,995"
11/08/2016,2016 Presidential General,15,Kern,53,Proposition 53,Voter Approval of Revenue Bonds,"126,901","106,571"
11/08/2016,2016 Presidential General,15,Kern,54,Proposition 54,Legislative Procedure Requirements,"149,213","85,849"
11/08/2016,2016 Presidential General,15,Kern,55,Proposition 55,Tax Extension for Education and Healthcare,"130,668","108,311"
11/08/2016,2016 Presidential General,15,Kern,56,Proposition 56,Cigarette Tax,"118,140","124,665"
11/08/2016,2016 Presidential General,15,Kern,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"122,990","115,949"
11/08/2016,2016 Presidential General,15,Kern,58,Proposition 58,English Proficiency. Multilingual Education.,"149,708","89,283"
11/08/2016,2016 Presidential General,15,Kern,59,Proposition 59,Corporate Political Spending Advisory Question,"91,767","138,768"
11/08/2016,2016 Presidential General,15,Kern,60,Proposition 60,Adult Film Condom Requirements,"112,505","122,704"
11/08/2016,2016 Presidential General,15,Kern,61,Proposition 61,State Prescription Drug Purchase Standards,"83,746","152,260"
11/08/2016,2016 Presidential General,15,Kern,62,Proposition 62,Repeal of Death Penalty,"73,683","164,932"
11/08/2016,2016 Presidential General,15,Kern,63,Proposition 63,Firearms and Ammunition Sales,"98,404","141,895"
11/08/2016,2016 Presidential General,15,Kern,64,Proposition 64,Marijuana Legalization,"111,932","129,808"
11/08/2016,2016 Presidential General,15,Kern,65,Proposition 65,Carryout Bag Charges,"84,141","152,766"
11/08/2016,2016 Presidential General,15,Kern,66,Proposition 66,Death Penalty Procedure Time Limits,"129,741","102,322"
11/08/2016,2016 Presidential General,15,Kern,67,Proposition 67,Ban on Single-use Plastic Bags,"86,575","152,159"
11/08/2016,2016 Presidential General,16,Kings,51,Proposition 51,K-12 and Community College Facilities,"17,209","16,300"
11/08/2016,2016 Presidential General,16,Kings,52,Proposition 52,Medi-Cal Hospital Fee Program,"19,978","13,226"
11/08/2016,2016 Presidential General,16,Kings,53,Proposition 53,Voter Approval of Revenue Bonds,"17,115","15,724"
11/08/2016,2016 Presidential General,16,Kings,54,Proposition 54,Legislative Procedure Requirements,"20,716","11,891"
11/08/2016,2016 Presidential General,16,Kings,55,Proposition 55,Tax Extension for Education and Healthcare,"18,527","14,746"
11/08/2016,2016 Presidential General,16,Kings,56,Proposition 56,Cigarette Tax,"16,662","17,146"
11/08/2016,2016 Presidential General,16,Kings,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"15,009","18,447"
11/08/2016,2016 Presidential General,16,Kings,58,Proposition 58,English Proficiency. Multilingual Education.,"21,675","11,682"
11/08/2016,2016 Presidential General,16,Kings,59,Proposition 59,Corporate Political Spending Advisory Question,"11,643","20,546"
11/08/2016,2016 Presidential General,16,Kings,60,Proposition 60,Adult Film Condom Requirements,"15,183","17,592"
11/08/2016,2016 Presidential General,16,Kings,61,Proposition 61,State Prescription Drug Purchase Standards,"10,419","22,313"
11/08/2016,2016 Presidential General,16,Kings,62,Proposition 62,Repeal of Death Penalty,"9,938","22,944"
11/08/2016,2016 Presidential General,16,Kings,63,Proposition 63,Firearms and Ammunition Sales,"13,479","19,629"
11/08/2016,2016 Presidential General,16,Kings,64,Proposition 64,Marijuana Legalization,"14,562","18,847"
11/08/2016,2016 Presidential General,16,Kings,65,Proposition 65,Carryout Bag Charges,"11,024","21,547"
11/08/2016,2016 Presidential General,16,Kings,66,Proposition 66,Death Penalty Procedure Time Limits,"17,122","14,957"
11/08/2016,2016 Presidential General,16,Kings,67,Proposition 67,Ban on Single-use Plastic Bags,"10,999","21,842"
11/08/2016,2016 Presidential General,17,Lake,51,Proposition 51,K-12 and Community College Facilities,"11,759","11,915"
11/08/2016,2016 Presidential General,17,Lake,52,Proposition 52,Medi-Cal Hospital Fee Program,"15,405","8,142"
11/08/2016,2016 Presidential General,17,Lake,53,Proposition 53,Voter Approval of Revenue Bonds,"11,091","12,262"
11/08/2016,2016 Presidential General,17,Lake,54,Proposition 54,Legislative Procedure Requirements,"13,751","9,491"
11/08/2016,2016 Presidential General,17,Lake,55,Proposition 55,Tax Extension for Education and Healthcare,"15,077","8,684"
11/08/2016,2016 Presidential General,17,Lake,56,Proposition 56,Cigarette Tax,"12,478","11,910"
11/08/2016,2016 Presidential General,17,Lake,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"14,426","9,371"
11/08/2016,2016 Presidential General,17,Lake,58,Proposition 58,English Proficiency. Multilingual Education.,"16,273","7,495"
11/08/2016,2016 Presidential General,17,Lake,59,Proposition 59,Corporate Political Spending Advisory Question,"11,386","11,381"
11/08/2016,2016 Presidential General,17,Lake,60,Proposition 60,Adult Film Condom Requirements,"9,651","13,613"
11/08/2016,2016 Presidential General,17,Lake,61,Proposition 61,State Prescription Drug Purchase Standards,"10,243","13,361"
11/08/2016,2016 Presidential General,17,Lake,62,Proposition 62,Repeal of Death Penalty,"9,174","14,766"
11/08/2016,2016 Presidential General,17,Lake,63,Proposition 63,Firearms and Ammunition Sales,"10,235","13,959"
11/08/2016,2016 Presidential General,17,Lake,64,Proposition 64,Marijuana Legalization,"14,231","10,058"
11/08/2016,2016 Presidential General,17,Lake,65,Proposition 65,Carryout Bag Charges,"9,597","14,080"
11/08/2016,2016 Presidential General,17,Lake,66,Proposition 66,Death Penalty Procedure Time Limits,"11,611","11,205"
11/08/2016,2016 Presidential General,17,Lake,67,Proposition 67,Ban on Single-use Plastic Bags,"11,197","12,538"
11/08/2016,2016 Presidential General,18,Lassen,51,Proposition 51,K-12 and Community College Facilities,"3,760","6,669"
11/08/2016,2016 Presidential General,18,Lassen,52,Proposition 52,Medi-Cal Hospital Fee Program,"5,363","4,970"
11/08/2016,2016 Presidential General,18,Lassen,53,Proposition 53,Voter Approval of Revenue Bonds,"6,114","4,159"
11/08/2016,2016 Presidential General,18,Lassen,54,Proposition 54,Legislative Procedure Requirements,"6,617","3,663"
11/08/2016,2016 Presidential General,18,Lassen,55,Proposition 55,Tax Extension for Education and Healthcare,"4,767","5,604"
11/08/2016,2016 Presidential General,18,Lassen,56,Proposition 56,Cigarette Tax,"4,141","6,419"
11/08/2016,2016 Presidential General,18,Lassen,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"3,544","6,874"
11/08/2016,2016 Presidential General,18,Lassen,58,Proposition 58,English Proficiency. Multilingual Education.,"5,969","4,430"
11/08/2016,2016 Presidential General,18,Lassen,59,Proposition 59,Corporate Political Spending Advisory Question,"3,789","6,247"
11/08/2016,2016 Presidential General,18,Lassen,60,Proposition 60,Adult Film Condom Requirements,"3,154","6,878"
11/08/2016,2016 Presidential General,18,Lassen,61,Proposition 61,State Prescription Drug Purchase Standards,"3,926","6,223"
11/08/2016,2016 Presidential General,18,Lassen,62,Proposition 62,Repeal of Death Penalty,"2,155","8,290"
11/08/2016,2016 Presidential General,18,Lassen,63,Proposition 63,Firearms and Ammunition Sales,"1,955","8,609"
11/08/2016,2016 Presidential General,18,Lassen,64,Proposition 64,Marijuana Legalization,"4,839","5,771"
11/08/2016,2016 Presidential General,18,Lassen,65,Proposition 65,Carryout Bag Charges,"2,721","7,632"
11/08/2016,2016 Presidential General,18,Lassen,66,Proposition 66,Death Penalty Procedure Time Limits,"6,107","4,059"
11/08/2016,2016 Presidential General,18,Lassen,67,Proposition 67,Ban on Single-use Plastic Bags,"2,964","7,528"
11/08/2016,2016 Presidential General,19,Los Angeles,51,Proposition 51,K-12 and Community College Facilities,"1,899,151","1,338,265"
11/08/2016,2016 Presidential General,19,Los Angeles,52,Proposition 52,Medi-Cal Hospital Fee Program,"2,371,216","826,314"
11/08/2016,2016 Presidential General,19,Los Angeles,53,Proposition 53,Voter Approval of Revenue Bonds,"1,421,892","1,678,235"
11/08/2016,2016 Presidential General,19,Los Angeles,54,Proposition 54,Legislative Procedure Requirements,"2,019,011","1,068,036"
11/08/2016,2016 Presidential General,19,Los Angeles,55,Proposition 55,Tax Extension for Education and Healthcare,"2,178,331","1,049,940"
11/08/2016,2016 Presidential General,19,Los Angeles,56,Proposition 56,Cigarette Tax,"2,285,802","1,031,179"
11/08/2016,2016 Presidential General,19,Los Angeles,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"2,198,324","1,046,466"
11/08/2016,2016 Presidential General,19,Los Angeles,58,Proposition 58,English Proficiency. Multilingual Education.,"2,473,207","747,288"
11/08/2016,2016 Presidential General,19,Los Angeles,59,Proposition 59,Corporate Political Spending Advisory Question,"1,673,279","1,393,503"
11/08/2016,2016 Presidential General,19,Los Angeles,60,Proposition 60,Adult Film Condom Requirements,"1,658,241","1,540,928"
11/08/2016,2016 Presidential General,19,Los Angeles,61,Proposition 61,State Prescription Drug Purchase Standards,"1,633,337","1,563,601"
11/08/2016,2016 Presidential General,19,Los Angeles,62,Proposition 62,Repeal of Death Penalty,"1,689,407","1,540,961"
11/08/2016,2016 Presidential General,19,Los Angeles,63,Proposition 63,Firearms and Ammunition Sales,"2,337,292","910,775"
11/08/2016,2016 Presidential General,19,Los Angeles,64,Proposition 64,Marijuana Legalization,"1,980,546","1,345,826"
11/08/2016,2016 Presidential General,19,Los Angeles,65,Proposition 65,Carryout Bag Charges,"1,606,799","1,596,712"
11/08/2016,2016 Presidential General,19,Los Angeles,66,Proposition 66,Death Penalty Procedure Time Limits,"1,524,234","1,560,523"
11/08/2016,2016 Presidential General,19,Los Angeles,67,Proposition 67,Ban on Single-use Plastic Bags,"1,813,966","1,370,306"
11/08/2016,2016 Presidential General,20,Madera,51,Proposition 51,K-12 and Community College Facilities,"19,263","22,986"
11/08/2016,2016 Presidential General,20,Madera,52,Proposition 52,Medi-Cal Hospital Fee Program,"24,882","17,195"
11/08/2016,2016 Presidential General,20,Madera,53,Proposition 53,Voter Approval of Revenue Bonds,"21,550","20,141"
11/08/2016,2016 Presidential General,20,Madera,54,Proposition 54,Legislative Procedure Requirements,"26,571","15,041"
11/08/2016,2016 Presidential General,20,Madera,55,Proposition 55,Tax Extension for Education and Healthcare,"22,179","20,137"
11/08/2016,2016 Presidential General,20,Madera,56,Proposition 56,Cigarette Tax,"20,516","22,580"
11/08/2016,2016 Presidential General,20,Madera,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"17,802","24,200"
11/08/2016,2016 Presidential General,20,Madera,58,Proposition 58,English Proficiency. Multilingual Education.,"25,588","16,460"
11/08/2016,2016 Presidential General,20,Madera,59,Proposition 59,Corporate Political Spending Advisory Question,"15,461","25,029"
11/08/2016,2016 Presidential General,20,Madera,60,Proposition 60,Adult Film Condom Requirements,"17,357","23,614"
11/08/2016,2016 Presidential General,20,Madera,61,Proposition 61,State Prescription Drug Purchase Standards,"13,444","28,607"
11/08/2016,2016 Presidential General,20,Madera,62,Proposition 62,Repeal of Death Penalty,"13,637","28,831"
11/08/2016,2016 Presidential General,20,Madera,63,Proposition 63,Firearms and Ammunition Sales,"16,541","26,313"
11/08/2016,2016 Presidential General,20,Madera,64,Proposition 64,Marijuana Legalization,"19,348","23,883"
11/08/2016,2016 Presidential General,20,Madera,65,Proposition 65,Carryout Bag Charges,"13,425","28,612"
11/08/2016,2016 Presidential General,20,Madera,66,Proposition 66,Death Penalty Procedure Time Limits,"21,069","19,820"
11/08/2016,2016 Presidential General,20,Madera,67,Proposition 67,Ban on Single-use Plastic Bags,"14,341","28,011"
11/08/2016,2016 Presidential General,21,Marin,51,Proposition 51,K-12 and Community College Facilities,"75,501","59,081"
11/08/2016,2016 Presidential General,21,Marin,52,Proposition 52,Medi-Cal Hospital Fee Program,"100,764","31,288"
11/08/2016,2016 Presidential General,21,Marin,53,Proposition 53,Voter Approval of Revenue Bonds,"46,033","84,111"
11/08/2016,2016 Presidential General,21,Marin,54,Proposition 54,Legislative Procedure Requirements,"81,860","47,594"
11/08/2016,2016 Presidential General,21,Marin,55,Proposition 55,Tax Extension for Education and Healthcare,"90,023","44,617"
11/08/2016,2016 Presidential General,21,Marin,56,Proposition 56,Cigarette Tax,"105,795","32,588"
11/08/2016,2016 Presidential General,21,Marin,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"108,519","26,979"
11/08/2016,2016 Presidential General,21,Marin,58,Proposition 58,English Proficiency. Multilingual Education.,"109,984","24,833"
11/08/2016,2016 Presidential General,21,Marin,59,Proposition 59,Corporate Political Spending Advisory Question,"90,613","36,420"
11/08/2016,2016 Presidential General,21,Marin,60,Proposition 60,Adult Film Condom Requirements,"46,639","83,141"
11/08/2016,2016 Presidential General,21,Marin,61,Proposition 61,State Prescription Drug Purchase Standards,"71,701","57,175"
11/08/2016,2016 Presidential General,21,Marin,62,Proposition 62,Repeal of Death Penalty,"90,836","43,846"
11/08/2016,2016 Presidential General,21,Marin,63,Proposition 63,Firearms and Ammunition Sales,"110,035","27,156"
11/08/2016,2016 Presidential General,21,Marin,64,Proposition 64,Marijuana Legalization,"96,201","42,003"
11/08/2016,2016 Presidential General,21,Marin,65,Proposition 65,Carryout Bag Charges,"61,624","71,182"
11/08/2016,2016 Presidential General,21,Marin,66,Proposition 66,Death Penalty Procedure Time Limits,"47,921","77,645"
11/08/2016,2016 Presidential General,21,Marin,67,Proposition 67,Ban on Single-use Plastic Bags,"100,561","34,674"
11/08/2016,2016 Presidential General,22,Mariposa,51,Proposition 51,K-12 and Community College Facilities,"3,632","5,184"
11/08/2016,2016 Presidential General,22,Mariposa,52,Proposition 52,Medi-Cal Hospital Fee Program,"5,013","3,727"
11/08/2016,2016 Presidential General,22,Mariposa,53,Proposition 53,Voter Approval of Revenue Bonds,"4,444","4,215"
11/08/2016,2016 Presidential General,22,Mariposa,54,Proposition 54,Legislative Procedure Requirements,"5,580","3,074"
11/08/2016,2016 Presidential General,22,Mariposa,55,Proposition 55,Tax Extension for Education and Healthcare,"4,557","4,272"
11/08/2016,2016 Presidential General,22,Mariposa,56,Proposition 56,Cigarette Tax,"3,779","5,239"
11/08/2016,2016 Presidential General,22,Mariposa,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"4,194","4,623"
11/08/2016,2016 Presidential General,22,Mariposa,58,Proposition 58,English Proficiency. Multilingual Education.,"5,291","3,526"
11/08/2016,2016 Presidential General,22,Mariposa,59,Proposition 59,Corporate Political Spending Advisory Question,"3,676","4,736"
11/08/2016,2016 Presidential General,22,Mariposa,60,Proposition 60,Adult Film Condom Requirements,"2,826","5,702"
11/08/2016,2016 Presidential General,22,Mariposa,61,Proposition 61,State Prescription Drug Purchase Standards,"2,763","5,908"
11/08/2016,2016 Presidential General,22,Mariposa,62,Proposition 62,Repeal of Death Penalty,"2,921","5,896"
11/08/2016,2016 Presidential General,22,Mariposa,63,Proposition 63,Firearms and Ammunition Sales,"2,803","6,096"
11/08/2016,2016 Presidential General,22,Mariposa,64,Proposition 64,Marijuana Legalization,"4,618","4,375"
11/08/2016,2016 Presidential General,22,Mariposa,65,Proposition 65,Carryout Bag Charges,"2,829","5,963"
11/08/2016,2016 Presidential General,22,Mariposa,66,Proposition 66,Death Penalty Procedure Time Limits,"4,259","4,231"
11/08/2016,2016 Presidential General,22,Mariposa,67,Proposition 67,Ban on Single-use Plastic Bags,"3,586","5,217"
11/08/2016,2016 Presidential General,23,Mendocino,51,Proposition 51,K-12 and Community College Facilities,"19,135","17,166"
11/08/2016,2016 Presidential General,23,Mendocino,52,Proposition 52,Medi-Cal Hospital Fee Program,"25,382","10,598"
11/08/2016,2016 Presidential General,23,Mendocino,53,Proposition 53,Voter Approval of Revenue Bonds,"15,310","19,826"
11/08/2016,2016 Presidential General,23,Mendocino,54,Proposition 54,Legislative Procedure Requirements,"21,492","13,789"
11/08/2016,2016 Presidential General,23,Mendocino,55,Proposition 55,Tax Extension for Education and Healthcare,"25,306","10,903"
11/08/2016,2016 Presidential General,23,Mendocino,56,Proposition 56,Cigarette Tax,"22,677","14,680"
11/08/2016,2016 Presidential General,23,Mendocino,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"25,077","11,273"
11/08/2016,2016 Presidential General,23,Mendocino,58,Proposition 58,English Proficiency. Multilingual Education.,"27,554","8,895"
11/08/2016,2016 Presidential General,23,Mendocino,59,Proposition 59,Corporate Political Spending Advisory Question,"22,206","12,849"
11/08/2016,2016 Presidential General,23,Mendocino,60,Proposition 60,Adult Film Condom Requirements,"13,216","21,950"
11/08/2016,2016 Presidential General,23,Mendocino,61,Proposition 61,State Prescription Drug Purchase Standards,"18,235","17,403"
11/08/2016,2016 Presidential General,23,Mendocino,62,Proposition 62,Repeal of Death Penalty,"18,550","17,941"
11/08/2016,2016 Presidential General,23,Mendocino,63,Proposition 63,Firearms and Ammunition Sales,"19,235","17,756"
11/08/2016,2016 Presidential General,23,Mendocino,64,Proposition 64,Marijuana Legalization,"20,333","17,135"
11/08/2016,2016 Presidential General,23,Mendocino,65,Proposition 65,Carryout Bag Charges,"15,833","20,395"
11/08/2016,2016 Presidential General,23,Mendocino,66,Proposition 66,Death Penalty Procedure Time Limits,"13,830","20,311"
11/08/2016,2016 Presidential General,23,Mendocino,67,Proposition 67,Ban on Single-use Plastic Bags,"23,175","13,172"
11/08/2016,2016 Presidential General,24,Merced,51,Proposition 51,K-12 and Community College Facilities,"41,502","27,383"
11/08/2016,2016 Presidential General,24,Merced,52,Proposition 52,Medi-Cal Hospital Fee Program,"45,722","22,394"
11/08/2016,2016 Presidential General,24,Merced,53,Proposition 53,Voter Approval of Revenue Bonds,"37,649","29,467"
11/08/2016,2016 Presidential General,24,Merced,54,Proposition 54,Legislative Procedure Requirements,"44,052","23,222"
11/08/2016,2016 Presidential General,24,Merced,55,Proposition 55,Tax Extension for Education and Healthcare,"43,725","24,660"
11/08/2016,2016 Presidential General,24,Merced,56,Proposition 56,Cigarette Tax,"39,201","31,222"
11/08/2016,2016 Presidential General,24,Merced,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"38,917","30,381"
11/08/2016,2016 Presidential General,24,Merced,58,Proposition 58,English Proficiency. Multilingual Education.,"49,198","19,859"
11/08/2016,2016 Presidential General,24,Merced,59,Proposition 59,Corporate Political Spending Advisory Question,"28,446","37,865"
11/08/2016,2016 Presidential General,24,Merced,60,Proposition 60,Adult Film Condom Requirements,"34,074","33,290"
11/08/2016,2016 Presidential General,24,Merced,61,Proposition 61,State Prescription Drug Purchase Standards,"25,599","43,141"
11/08/2016,2016 Presidential General,24,Merced,62,Proposition 62,Repeal of Death Penalty,"25,428","43,165"
11/08/2016,2016 Presidential General,24,Merced,63,Proposition 63,Firearms and Ammunition Sales,"35,691","33,761"
11/08/2016,2016 Presidential General,24,Merced,64,Proposition 64,Marijuana Legalization,"35,984","33,916"
11/08/2016,2016 Presidential General,24,Merced,65,Proposition 65,Carryout Bag Charges,"27,879","40,377"
11/08/2016,2016 Presidential General,24,Merced,66,Proposition 66,Death Penalty Procedure Time Limits,"35,814","30,971"
11/08/2016,2016 Presidential General,24,Merced,67,Proposition 67,Ban on Single-use Plastic Bags,"28,039","40,424"
11/08/2016,2016 Presidential General,25,Modoc,51,Proposition 51,K-12 and Community College Facilities,"1,177","2,558"
11/08/2016,2016 Presidential General,25,Modoc,52,Proposition 52,Medi-Cal Hospital Fee Program,"1,895","1,804"
11/08/2016,2016 Presidential General,25,Modoc,53,Proposition 53,Voter Approval of Revenue Bonds,"1,863","1,825"
11/08/2016,2016 Presidential General,25,Modoc,54,Proposition 54,Legislative Procedure Requirements,"2,170","1,515"
11/08/2016,2016 Presidential General,25,Modoc,55,Proposition 55,Tax Extension for Education and Healthcare,"1,628","2,114"
11/08/2016,2016 Presidential General,25,Modoc,56,Proposition 56,Cigarette Tax,"1,400","2,384"
11/08/2016,2016 Presidential General,25,Modoc,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"1,599","2,129"
11/08/2016,2016 Presidential General,25,Modoc,58,Proposition 58,English Proficiency. Multilingual Education.,"2,206","1,525"
11/08/2016,2016 Presidential General,25,Modoc,59,Proposition 59,Corporate Political Spending Advisory Question,"1,341","2,274"
11/08/2016,2016 Presidential General,25,Modoc,60,Proposition 60,Adult Film Condom Requirements,"1,226","2,323"
11/08/2016,2016 Presidential General,25,Modoc,61,Proposition 61,State Prescription Drug Purchase Standards,"1,111","2,583"
11/08/2016,2016 Presidential General,25,Modoc,62,Proposition 62,Repeal of Death Penalty,869,"2,877"
11/08/2016,2016 Presidential General,25,Modoc,63,Proposition 63,Firearms and Ammunition Sales,756,"3,026"
11/08/2016,2016 Presidential General,25,Modoc,64,Proposition 64,Marijuana Legalization,"1,756","2,045"
11/08/2016,2016 Presidential General,25,Modoc,65,Proposition 65,Carryout Bag Charges,875,"2,814"
11/08/2016,2016 Presidential General,25,Modoc,66,Proposition 66,Death Penalty Procedure Time Limits,"1,896","1,718"
11/08/2016,2016 Presidential General,25,Modoc,67,Proposition 67,Ban on Single-use Plastic Bags,"1,024","2,739"
11/08/2016,2016 Presidential General,26,Mono,51,Proposition 51,K-12 and Community College Facilities,"2,422","2,802"
11/08/2016,2016 Presidential General,26,Mono,52,Proposition 52,Medi-Cal Hospital Fee Program,"3,194","1,949"
11/08/2016,2016 Presidential General,26,Mono,53,Proposition 53,Voter Approval of Revenue Bonds,"2,485","2,539"
11/08/2016,2016 Presidential General,26,Mono,54,Proposition 54,Legislative Procedure Requirements,"3,048","2,010"
11/08/2016,2016 Presidential General,26,Mono,55,Proposition 55,Tax Extension for Education and Healthcare,"3,084","2,119"
11/08/2016,2016 Presidential General,26,Mono,56,Proposition 56,Cigarette Tax,"3,304","2,029"
11/08/2016,2016 Presidential General,26,Mono,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"3,525","1,675"
11/08/2016,2016 Presidential General,26,Mono,58,Proposition 58,English Proficiency. Multilingual Education.,"3,811","1,403"
11/08/2016,2016 Presidential General,26,Mono,59,Proposition 59,Corporate Political Spending Advisory Question,"2,606","2,328"
11/08/2016,2016 Presidential General,26,Mono,60,Proposition 60,Adult Film Condom Requirements,"1,690","3,352"
11/08/2016,2016 Presidential General,26,Mono,61,Proposition 61,State Prescription Drug Purchase Standards,"2,356","2,663"
11/08/2016,2016 Presidential General,26,Mono,62,Proposition 62,Repeal of Death Penalty,"2,209","2,972"
11/08/2016,2016 Presidential General,26,Mono,63,Proposition 63,Firearms and Ammunition Sales,"2,549","2,747"
11/08/2016,2016 Presidential General,26,Mono,64,Proposition 64,Marijuana Legalization,"3,303","2,061"
11/08/2016,2016 Presidential General,26,Mono,65,Proposition 65,Carryout Bag Charges,"2,488","2,700"
11/08/2016,2016 Presidential General,26,Mono,66,Proposition 66,Death Penalty Procedure Time Limits,"2,340","2,561"
11/08/2016,2016 Presidential General,26,Mono,67,Proposition 67,Ban on Single-use Plastic Bags,"3,219","2,055"
11/08/2016,2016 Presidential General,27,Monterey,51,Proposition 51,K-12 and Community College Facilities,"83,302","45,512"
11/08/2016,2016 Presidential General,27,Monterey,52,Proposition 52,Medi-Cal Hospital Fee Program,"93,296","34,373"
11/08/2016,2016 Presidential General,27,Monterey,53,Proposition 53,Voter Approval of Revenue Bonds,"61,207","64,359"
11/08/2016,2016 Presidential General,27,Monterey,54,Proposition 54,Legislative Procedure Requirements,"74,535","51,280"
11/08/2016,2016 Presidential General,27,Monterey,55,Proposition 55,Tax Extension for Education and Healthcare,"88,138","40,138"
11/08/2016,2016 Presidential General,27,Monterey,56,Proposition 56,Cigarette Tax,"88,664","41,703"
11/08/2016,2016 Presidential General,27,Monterey,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"90,466","38,310"
11/08/2016,2016 Presidential General,27,Monterey,58,Proposition 58,English Proficiency. Multilingual Education.,"99,011","29,942"
11/08/2016,2016 Presidential General,27,Monterey,59,Proposition 59,Corporate Political Spending Advisory Question,"72,983","54,650"
11/08/2016,2016 Presidential General,27,Monterey,60,Proposition 60,Adult Film Condom Requirements,"56,260","72,603"
11/08/2016,2016 Presidential General,27,Monterey,61,Proposition 61,State Prescription Drug Purchase Standards,"64,531","64,566"
11/08/2016,2016 Presidential General,27,Monterey,62,Proposition 62,Repeal of Death Penalty,"67,883","63,442"
11/08/2016,2016 Presidential General,27,Monterey,63,Proposition 63,Firearms and Ammunition Sales,"87,122","45,528"
11/08/2016,2016 Presidential General,27,Monterey,64,Proposition 64,Marijuana Legalization,"83,673","49,904"
11/08/2016,2016 Presidential General,27,Monterey,65,Proposition 65,Carryout Bag Charges,"67,461","60,595"
11/08/2016,2016 Presidential General,27,Monterey,66,Proposition 66,Death Penalty Procedure Time Limits,"58,970","64,652"
11/08/2016,2016 Presidential General,27,Monterey,67,Proposition 67,Ban on Single-use Plastic Bags,"81,226","47,286"
11/08/2016,2016 Presidential General,28,Napa,51,Proposition 51,K-12 and Community College Facilities,"29,916","29,051"
11/08/2016,2016 Presidential General,28,Napa,52,Proposition 52,Medi-Cal Hospital Fee Program,"39,331","18,885"
11/08/2016,2016 Presidential General,28,Napa,53,Proposition 53,Voter Approval of Revenue Bonds,"27,463","30,095"
11/08/2016,2016 Presidential General,28,Napa,54,Proposition 54,Legislative Procedure Requirements,"35,774","21,641"
11/08/2016,2016 Presidential General,28,Napa,55,Proposition 55,Tax Extension for Education and Healthcare,"37,131","21,910"
11/08/2016,2016 Presidential General,28,Napa,56,Proposition 56,Cigarette Tax,"39,625","20,526"
11/08/2016,2016 Presidential General,28,Napa,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"41,247","18,253"
11/08/2016,2016 Presidential General,28,Napa,58,Proposition 58,English Proficiency. Multilingual Education.,"45,761","13,836"
11/08/2016,2016 Presidential General,28,Napa,59,Proposition 59,Corporate Political Spending Advisory Question,"31,678","24,780"
11/08/2016,2016 Presidential General,28,Napa,60,Proposition 60,Adult Film Condom Requirements,"24,753","32,852"
11/08/2016,2016 Presidential General,28,Napa,61,Proposition 61,State Prescription Drug Purchase Standards,"27,833","30,313"
11/08/2016,2016 Presidential General,28,Napa,62,Proposition 62,Repeal of Death Penalty,"28,818","30,043"
11/08/2016,2016 Presidential General,28,Napa,63,Proposition 63,Firearms and Ammunition Sales,"37,301","22,252"
11/08/2016,2016 Presidential General,28,Napa,64,Proposition 64,Marijuana Legalization,"36,731","23,333"
11/08/2016,2016 Presidential General,28,Napa,65,Proposition 65,Carryout Bag Charges,"29,434","28,706"
11/08/2016,2016 Presidential General,28,Napa,66,Proposition 66,Death Penalty Procedure Time Limits,"26,867","28,157"
11/08/2016,2016 Presidential General,28,Napa,67,Proposition 67,Ban on Single-use Plastic Bags,"36,902","21,844"
11/08/2016,2016 Presidential General,29,Nevada,51,Proposition 51,K-12 and Community College Facilities,"22,670","31,137"
11/08/2016,2016 Presidential General,29,Nevada,52,Proposition 52,Medi-Cal Hospital Fee Program,"36,823","16,211"
11/08/2016,2016 Presidential General,29,Nevada,53,Proposition 53,Voter Approval of Revenue Bonds,"28,120","24,363"
11/08/2016,2016 Presidential General,29,Nevada,54,Proposition 54,Legislative Procedure Requirements,"35,293","17,159"
11/08/2016,2016 Presidential General,29,Nevada,55,Proposition 55,Tax Extension for Education and Healthcare,"31,258","22,366"
11/08/2016,2016 Presidential General,29,Nevada,56,Proposition 56,Cigarette Tax,"30,666","24,365"
